DATA_BASE;TIPO_DESENROLA;UNIDADE_FEDERACAO;COD_CONGLOMERADO_FINANCEIRO;NOME_CONGLOMERADO_FINANCEIRO;NUMERO_OPERACOES;VOLUME_OPERACOES
202311;1;PR;51011;VOTORANTIM;53;77754,24
202311;1;RJ;51750;BANCO SICOOB;50;45338,12
202311;1;RJ;30173;BANRISUL;11;13999,84
202311;1;RJ;49906;BB;1033;912951,82
202311;1;RJ;30290;BMG;3223;3727834,93
202311;1;RJ;10045;BRADESCO;1550;1467522,87
202311;1;RJ;31976;BRB;83;63116,04
202311;1;RJ;49944;BTG PACTUAL;3079;3420337,61
202311;1;RJ;52072;C6 BANK;17;10200,47
202311;1;RJ;51626;CAIXA ECONÔMICA FEDERAL;2934;2838312,37
202311;1;RJ;51884;INTER;5670;6291082,35
202311;1;RJ;10069;ITAU;3889;3919034,62
202311;1;RJ;52058;NUBANK;9390;8373793,30
202311;1;RJ;30379;SANTANDER;2675;2530464,88
202311;1;RJ;51011;VOTORANTIM;100;100793,87
202311;1;RN;51750;BANCO SICOOB;7;6991,41
202311;1;RN;30173;BANRISUL;5;7172,74
202311;1;RN;49906;BB;452;411314,40
202311;1;RN;30290;BMG;491;581669,35
202311;1;RN;10045;BRADESCO;172;167325,34
202311;1;RN;31976;BRB;1;1984,17
202311;1;RN;49944;BTG PACTUAL;456;513972,45
202311;1;RN;52072;C6 BANK;3;1669,05
202311;1;RN;51626;CAIXA ECONÔMICA FEDERAL;481;474887,04
202311;1;RN;51884;INTER;1077;1127127,62
202311;1;RN;10069;ITAU;205;196751,24
202311;1;RN;52058;NUBANK;1478;1306256,68
202311;1;RN;30379;SANTANDER;206;203162,46
202311;1;RN;51011;VOTORANTIM;37;38618,55
202311;1;RO;51750;BANCO SICOOB;15;27120,35
202311;1;RO;49906;BB;301;299456,79
202311;1;RO;30290;BMG;315;409740,65
202311;1;RO;10045;BRADESCO;134;162087,25
202311;1;RO;31976;BRB;1;322,15
202311;1;RO;49944;BTG PACTUAL;349;469525,79
202311;1;RO;8044854;C.C. DO CENTRO DO ESTADO DE RONDÔNIA;11;8078,40
202311;1;RO;52072;C6 BANK;2;3227,52
202311;1;RO;51626;CAIXA ECONÔMICA FEDERAL;344;352908,84
202311;1;RO;4751713;CC INV DE RONDÔNIA - SICOOB CREDJURD;3;3797,76
202311;1;RO;2015588;CCLA DO CENTRO SUL RONDONIENSE;37;69966,37
202311;1;RO;51884;INTER;576;677728,86
202311;1;RO;10069;ITAU;142;161985,20
202311;1;RO;52058;NUBANK;1247;1259664,60
202311;1;RO;30379;SANTANDER;145;153781,08
202311;1;RO;5203605;SICOOB AMAZÔNIA;10;16192,39
202311;1;RO;3632872;SICOOB CREDISUL;18;17256,04
202311;1;RO;51011;VOTORANTIM;13;16173,67
202311;1;RR;49906;BB;95;91822,82
202311;1;RR;30290;BMG;58;66115,36
202311;1;RR;10045;BRADESCO;18;17456,30
202311;1;RR;31976;BRB;1;869,65
202311;1;RR;49944;BTG PACTUAL;64;94856,65
202311;1;RR;52072;C6 BANK;1;1057,08
202311;1;RR;51626;CAIXA ECONÔMICA FEDERAL;78;75091,40
202311;1;RR;51884;INTER;154;204816,77
202311;1;RR;10069;ITAU;38;39065,72
202311;1;RR;52058;NUBANK;298;288223,83
202311;1;RR;30379;SANTANDER;50;57531,16
202311;1;RR;51011;VOTORANTIM;1;1219,01
202311;1;RS;51750;BANCO SICOOB;26;27639,66
202311;1;RS;30173;BANRISUL;828;916479,24
202311;1;RS;49906;BB;598;542388,83
202311;1;RS;30290;BMG;1650;2012148,67
202311;1;RS;10045;BRADESCO;403;399050,92
202311;1;RS;31976;BRB;8;13315,65
202311;1;RS;49944;BTG PACTUAL;1549;1798444,56
202311;1;RS;52072;C6 BANK;10;5268,22
202311;1;RS;51626;CAIXA ECONÔMICA FEDERAL;1687;1743467,44
202311;1;RS;85291086;CC LITORÂNEA;1;679,01
202311;1;RS;78825270;CCLA MAXI ALFA;5;10714,37
202311;1;RS;2090126;CCLA SICOOB VALCREDI SUL;3;2290,50
202311;1;RS;81014060;CCLAA ITAIPU SICOOB CREDITAIPU;2;1689,02
202311;1;RS;51884;INTER;2483;2954024,27
202311;1;RS;10069;ITAU;692;665814,72
202311;1;RS;52058;NUBANK;4288;4147736,89
202311;1;RS;30379;SANTANDER;912;914767,34
202311;1;RS;3632872;SICOOB CREDISUL;1;689,86
202311;1;RS;51011;VOTORANTIM;64;68549,63
202311;1;SC;51750;BANCO SICOOB;42;51113,95
202311;1;SC;30173;BANRISUL;23;19409,72
202311;1;SC;49906;BB;361;357201,11
202311;1;SC;30290;BMG;915;1177427,79
202311;1;SC;10045;BRADESCO;257;266601,66
202311;1;SC;31976;BRB;4;2607,13
202311;1;SC;49944;BTG PACTUAL;827;1148918,73
202311;1;SC;52072;C6 BANK;4;7280,49
202311;1;SC;51626;CAIXA ECONÔMICA FEDERAL;618;702382,43
202311;1;SC;85291086;CC LITORÂNEA;5;7484,72
202311;1;SC;86829827;CCLA DO VALE;1;135,29
202311;1;SC;78825270;CCLA MAXI ALFA;31;56502,67
202311;1;SC;2090126;CCLA SICOOB VALCREDI SUL;6;3774,49
202311;1;SC;81014060;CCLAA ITAIPU SICOOB CREDITAIPU;2;2333,39
202311;1;SC;78862083;COOP NOVOS CAMPOS;2;723,76
202311;1;SC;51884;INTER;1223;1596887,89
202311;1;SC;10069;ITAU;351;372381,38
202311;1;SC;52058;NUBANK;2009;2097952,00
202311;1;SC;30379;SANTANDER;330;379512,75
202311;1;SC;86791837;SICOOB VALE DOS PINHAIS;2;1680,59
202311;1;SC;51011;VOTORANTIM;30;39789,65
202311;1;SE;51750;BANCO SICOOB;1;682,06
202311;1;SE;30173;BANRISUL;4;3583,58
202311;1;SE;49906;BB;190;150188,36
202311;1;SE;30290;BMG;330;421897,50
202311;1;SE;10045;BRADESCO;71;73680,10
202311;1;SE;31976;BRB;4;3105,47
202311;1;SE;49944;BTG PACTUAL;331;352740,81
202311;1;SE;52072;C6 BANK;3;1269,90
202311;1;SE;51626;CAIXA ECONÔMICA FEDERAL;361;357677,67
202311;1;SE;51884;INTER;681;714452,75
202311;1;SE;10069;ITAU;80;90100,44
202311;1;SE;52058;NUBANK;944;881816,11
202311;1;SE;30379;SANTANDER;128;114129,23
202311;1;SE;51011;VOTORANTIM;13;14509,84
202311;1;SP;51750;BANCO SICOOB;90;99537,08
202311;1;SP;30173;BANRISUL;31;42671,09
202311;1;SP;49906;BB;2889;2680092,61
202311;1;SP;30290;BMG;8553;10489514,23
202311;1;SP;10045;BRADESCO;3855;3777340,36
202311;1;SP;31976;BRB;50;63403,16
202311;1;SP;49944;BTG PACTUAL;8925;10523665,08
202311;1;SP;8044854;C.C. DO CENTRO DO ESTADO DE RONDÔNIA;1;845,45
202311;1;SP;52072;C6 BANK;53;62429,49
202311;1;SP;51626;CAIXA ECONÔMICA FEDERAL;5559;5619953,10
202311;1;SP;2282165;CC SICOOB CREDICONQUISTA;1;2460,55
202311;1;SP;7026923;CCLA SICOOB ARENITO PARANÁ / SÃO PAULO;1;1743,82
202311;1;SP;69346856;CECM DOS PROFISSIONAIS DA SAUDE DA REG ALTA MOGIANA;1;3348,52
202311;1;SP;51884;INTER;13002;15208796,13
202311;1;SP;10069;ITAU;7773;7865875,05
202311;1;SP;52058;NUBANK;24174;22678137,58
202311;1;SP;30379;SANTANDER;6479;6464132,54
202311;1;SP;51011;VOTORANTIM;356;409773,16
202311;1;TO;51750;BANCO SICOOB;1;2091,80
202311;1;TO;49906;BB;170;135793,86
202311;1;TO;30290;BMG;147;177824,73
202311;1;TO;10045;BRADESCO;63;63830,65
202311;1;TO;31976;BRB;2;1960,21
202311;1;TO;49944;BTG PACTUAL;124;135639,82
202311;1;TO;52072;C6 BANK;2;3889,20
202311;1;TO;51626;CAIXA ECONÔMICA FEDERAL;131;116043,94
202311;1;TO;37079720;CCLA SICOOB CREDIJUSTRA;1;220,97
202311;1;TO;51884;INTER;323;354166,62
202311;1;TO;10069;ITAU;49;65544,41
202311;1;TO;52058;NUBANK;546;481612,57
202311;1;TO;30379;SANTANDER;61;54464,64
202311;1;TO;51011;VOTORANTIM;9;18940,10
202311;2;AC;49906;BB;20;202378,19
202311;2;AC;17351180;BCO TRIANGULO S.A.;12;13681,44
202311;2;AC;10045;BRADESCO;15;76612,61
202311;2;AC;49944;BTG PACTUAL;4;38273,78
202311;2;AC;52072;C6 BANK;10;10428,80
202311;2;AC;51626;CAIXA ECONÔMICA FEDERAL;45;201370,83
202311;2;AC;51884;INTER;5;16991,23
202311;2;AC;10069;ITAU;17;160760,39
202311;2;AC;30379;SANTANDER;40;122042,22
202311;2;AC;51011;VOTORANTIM;3;48702,61
202311;2;AL;49906;BB;48;338086,66
202311;2;AL;17351180;BCO TRIANGULO S.A.;14;15405,90
202311;2;AL;10045;BRADESCO;30;156940,56
202311;2;AL;49944;BTG PACTUAL;3;36058,82
202311;2;AL;52072;C6 BANK;122;212927,74
202311;2;AL;51626;CAIXA ECONÔMICA FEDERAL;147;377257,57
202311;2;AL;51884;INTER;41;139855,61
202311;2;AL;10069;ITAU;207;658633,96
202311;2;AL;30379;SANTANDER;133;621573,63
202311;2;AL;51011;VOTORANTIM;11;59776,94
202311;2;AM;49906;BB;39;335505,95
202311;2;AM;17351180;BCO TRIANGULO S.A.;46;60124,42
202311;2;AM;10045;BRADESCO;220;2070113,43
202311;2;AM;49944;BTG PACTUAL;5;10765,69
202311;2;AM;52072;C6 BANK;125;381735,60
202311;2;AM;51626;CAIXA ECONÔMICA FEDERAL;98;266844,40
202311;2;AM;51884;INTER;28;101491,11
202311;2;AM;10069;ITAU;198;615077,14
202311;2;AM;30379;SANTANDER;225;1314753,57
202311;2;AM;51011;VOTORANTIM;21;151743,64
202311;2;AP;49906;BB;37;410010,97
202311;2;AP;17351180;BCO TRIANGULO S.A.;1;1432,61
202311;2;AP;10045;BRADESCO;11;120765,60
202311;2;AP;49944;BTG PACTUAL;1;5957,15
202311;2;AP;52072;C6 BANK;22;34295,96
202311;2;AP;51626;CAIXA ECONÔMICA FEDERAL;41;143356,61
202311;2;AP;51884;INTER;15;47097,86
202311;2;AP;10069;ITAU;16;23567,86
202311;2;AP;30379;SANTANDER;37;334132,86
202311;2;AP;51011;VOTORANTIM;2;9300,25
202311;2;BA;49906;BB;197;1399437,47
202311;2;BA;17351180;BCO TRIANGULO S.A.;75;103936,62
202311;2;BA;10045;BRADESCO;440;2660009,42
202311;2;BA;49944;BTG PACTUAL;21;63199,03
202311;2;BA;52072;C6 BANK;546;1171855,25
202311;2;BA;51626;CAIXA ECONÔMICA FEDERAL;652;1298548,29
202311;2;BA;51884;INTER;146;576820,02
202311;2;BA;10069;ITAU;1042;2715990,97
202311;2;BA;30379;SANTANDER;1021;4494392,21
202311;2;BA;51011;VOTORANTIM;41;196234,41
202311;2;CE;49906;BB;140;1311681,46
202311;2;CE;17351180;BCO TRIANGULO S.A.;35;30105,15
202311;2;CE;10045;BRADESCO;282;2511911,65
202311;2;CE;49944;BTG PACTUAL;8;11784,63
202311;2;CE;52072;C6 BANK;343;675571,17
202311;2;CE;51626;CAIXA ECONÔMICA FEDERAL;372;880858,95
202311;2;CE;51884;INTER;86;395965,13
202311;2;CE;10069;ITAU;470;1417956,15
202311;2;CE;30379;SANTANDER;528;2567564,19
202311;2;CE;51011;VOTORANTIM;43;266727,36
202311;2;DF;49906;BB;66;1119605,77
202311;2;DF;17351180;BCO TRIANGULO S.A.;10;17945,30
202311;2;DF;10045;BRADESCO;113;713821,94
202311;2;DF;49944;BTG PACTUAL;5;20722,71
202311;2;DF;52072;C6 BANK;236;975865,86
202311;2;DF;51626;CAIXA ECONÔMICA FEDERAL;260;976819,14
202311;2;DF;51884;INTER;71;373788,73
202311;2;DF;10069;ITAU;352;1042317,88
202311;2;DF;30379;SANTANDER;264;1620912,05
202311;2;DF;51011;VOTORANTIM;20;172275,20
202311;2;ES;49906;BB;30;250093,33
202311;2;ES;17351180;BCO TRIANGULO S.A.;10;6454,28
202311;2;ES;10045;BRADESCO;78;428788,91
202311;2;ES;49944;BTG PACTUAL;1;1189,20
202311;2;ES;52072;C6 BANK;124;238869,14
202311;2;ES;51626;CAIXA ECONÔMICA FEDERAL;157;210842,14
202311;2;ES;51884;INTER;63;266739,56
202311;2;ES;10069;ITAU;214;446174,41
202311;2;ES;30379;SANTANDER;188;948481,39
202311;2;ES;51011;VOTORANTIM;20;96918,20
202311;2;GO;49906;BB;123;1130113,80
202311;2;GO;17351180;BCO TRIANGULO S.A.;15;18658,60
202311;2;GO;10045;BRADESCO;241;2281463,72
202311;2;GO;49944;BTG PACTUAL;10;35993,32
202311;2;GO;52072;C6 BANK;340;876832,59
202311;2;GO;51626;CAIXA ECONÔMICA FEDERAL;512;1255123,93
202311;2;GO;51884;INTER;92;438413,00
202311;2;GO;10069;ITAU;482;1406091,45
202311;2;GO;30379;SANTANDER;399;2381480,08
202311;2;GO;51011;VOTORANTIM;39;377405,92
202311;2;MA;49906;BB;187;1710840,35
202311;2;MA;17351180;BCO TRIANGULO S.A.;19;45904,76
202311;2;MA;10045;BRADESCO;131;769419,05
202311;2;MA;49944;BTG PACTUAL;2;10260,60
202311;2;MA;52072;C6 BANK;115;157746,86
202311;2;MA;51626;CAIXA ECONÔMICA FEDERAL;176;414542,67
202311;2;MA;51884;INTER;34;133276,22
202311;2;MA;10069;ITAU;188;514881,70
202311;2;MA;30379;SANTANDER;177;919689,79
202311;2;MA;51011;VOTORANTIM;20;151518,60
202311;2;MG;49906;BB;207;1834124,63
202311;2;MG;17351180;BCO TRIANGULO S.A.;64;66923,99
202311;2;MG;10045;BRADESCO;455;2944669,22
202311;2;MG;49944;BTG PACTUAL;22;120090,75
202311;2;MG;52072;C6 BANK;817;2001996,62
202311;2;MG;51626;CAIXA ECONÔMICA FEDERAL;863;1731927,79
202311;2;MG;51884;INTER;375;1473040,67
202311;2;MG;10069;ITAU;1331;3635411,10
202311;2;MG;30379;SANTANDER;1263;7305304,16
202311;2;MG;51011;VOTORANTIM;151;1133740,73
202311;2;MS;49906;BB;74;1019972,40
202311;2;MS;17351180;BCO TRIANGULO S.A.;20;21338,36
202311;2;MS;10045;BRADESCO;134;1321887,69
202311;2;MS;49944;BTG PACTUAL;1;924,35
202311;2;MS;52072;C6 BANK;110;193833,95
202311;2;MS;51626;CAIXA ECONÔMICA FEDERAL;138;267038,88
202311;2;MS;51884;INTER;27;154824,38
202311;2;MS;10069;ITAU;152;367664,15
202311;2;MS;30379;SANTANDER;242;1592109,44
202311;2;MS;51011;VOTORANTIM;45;407610,60
202311;2;MT;49906;BB;86;750470,66
202311;2;MT;17351180;BCO TRIANGULO S.A.;14;18341,79
202311;2;MT;10045;BRADESCO;124;993158,65
202311;2;MT;49944;BTG PACTUAL;3;20915,15
202311;2;MT;52072;C6 BANK;106;305713,06
202311;2;MT;51626;CAIXA ECONÔMICA FEDERAL;141;332979,14
202311;2;MT;51884;INTER;52;290608,31
202311;2;MT;10069;ITAU;132;367856,82
202311;2;MT;30379;SANTANDER;188;1062423,93
202311;2;MT;51011;VOTORANTIM;36;326782,66
202311;2;PA;49906;BB;132;1175904,83
202311;2;PA;17351180;BCO TRIANGULO S.A.;62;64005,87
202311;2;PA;10045;BRADESCO;216;1762981,37
202311;2;PA;49944;BTG PACTUAL;7;17878,90
202311;2;PA;52072;C6 BANK;267;482382,96
202311;2;PA;51626;CAIXA ECONÔMICA FEDERAL;245;433490,26
202311;2;PA;51884;INTER;61;192313,13
202311;2;PA;10069;ITAU;281;844919,45
202311;2;PA;30379;SANTANDER;285;1327488,22
202311;2;PA;51011;VOTORANTIM;37;423858,20
202311;2;PB;49906;BB;55;354945,01
202311;2;PB;17351180;BCO TRIANGULO S.A.;27;20666,17
202311;2;PB;10045;BRADESCO;149;1217436,33
202311;2;PB;49944;BTG PACTUAL;4;4789,13
202311;2;PB;52072;C6 BANK;127;420678,23
202311;2;PB;51626;CAIXA ECONÔMICA FEDERAL;164;230543,46
202311;2;PB;51884;INTER;41;132986,99
202311;2;PB;10069;ITAU;231;713435,90
202311;2;PB;30379;SANTANDER;167;780386,55
202311;2;PB;51011;VOTORANTIM;26;142863,83
202311;2;PE;49906;BB;101;871552,04
202311;2;PE;17351180;BCO TRIANGULO S.A.;59;53166,30
202311;2;PE;10045;BRADESCO;304;2177367,64
202311;2;PE;49944;BTG PACTUAL;13;27768,01
202311;2;PE;52072;C6 BANK;393;721151,39
202311;2;PE;51626;CAIXA ECONÔMICA FEDERAL;261;460315,26
202311;2;PE;51884;INTER;94;418847,12
202311;2;PE;10069;ITAU;623;1898265,13
202311;2;PE;30379;SANTANDER;532;2458458,75
202311;2;PE;51011;VOTORANTIM;40;245139,50
202311;2;PI;49906;BB;83;535732,66
202311;2;PI;17351180;BCO TRIANGULO S.A.;5;7146,10
202311;2;PI;10045;BRADESCO;47;394102,56
202311;2;PI;49944;BTG PACTUAL;2;6094,10
202311;2;PI;52072;C6 BANK;84;93190,91
202311;2;PI;51626;CAIXA ECONÔMICA FEDERAL;180;510296,72
202311;2;PI;51884;INTER;27;95578,56
202311;2;PI;10069;ITAU;87;244182,86
202311;2;PI;30379;SANTANDER;124;520202,84
202311;2;PI;51011;VOTORANTIM;17;155644,60
202311;2;PR;49906;BB;141;1212108,87
202311;2;PR;17351180;BCO TRIANGULO S.A.;36;70901,07
202311;2;PR;10045;BRADESCO;370;3287882,89
202311;2;PR;49944;BTG PACTUAL;7;36603,63
202311;2;PR;52072;C6 BANK;781;1926398,74
202311;2;PR;51626;CAIXA ECONÔMICA FEDERAL;669;2016150,19
202311;2;PR;51884;INTER;120;498777,44
202311;2;PR;10069;ITAU;872;2245079,27
202311;2;PR;30379;SANTANDER;671;3962119,15
202311;2;PR;51011;VOTORANTIM;108;766942,70
202311;2;RJ;49906;BB;147;1619033,71
202311;2;RJ;17351180;BCO TRIANGULO S.A.;74;127610,20
202311;2;RJ;10045;BRADESCO;913;7108044,34
202311;2;RJ;49944;BTG PACTUAL;34;190950,94
202311;2;RJ;52072;C6 BANK;1168;2386975,55
202311;2;RJ;51626;CAIXA ECONÔMICA FEDERAL;731;1470589,12
202311;2;RJ;51884;INTER;188;934979,80
202311;2;RJ;10069;ITAU;2433;5813067,31
202311;2;RJ;30379;SANTANDER;1711;10311336,18
202311;2;RJ;51011;VOTORANTIM;126;1125339,41
202311;2;RN;49906;BB;73;845541,59
202311;2;RN;17351180;BCO TRIANGULO S.A.;32;26501,14
202311;2;RN;10045;BRADESCO;63;310311,84
202311;2;RN;49944;BTG PACTUAL;10;22151,32
202311;2;RN;52072;C6 BANK;136;170235,40
202311;2;RN;51626;CAIXA ECONÔMICA FEDERAL;107;248190,85
202311;2;RN;51884;INTER;46;164107,08
202311;2;RN;10069;ITAU;187;541732,94
202311;2;RN;30379;SANTANDER;144;651163,03
202311;2;RN;51011;VOTORANTIM;24;125885,25
202311;2;RO;49906;BB;42;443167,08
202311;2;RO;17351180;BCO TRIANGULO S.A.;6;10187,84
202311;2;RO;10045;BRADESCO;38;228097,66
202311;2;RO;49944;BTG PACTUAL;1;2725,76
202311;2;RO;52072;C6 BANK;37;90243,39
202311;2;RO;51626;CAIXA ECONÔMICA FEDERAL;77;84672,03
202311;2;RO;51884;INTER;17;76151,70
202311;2;RO;10069;ITAU;34;100168,02
202311;2;RO;30379;SANTANDER;89;455191,48
202311;2;RO;51011;VOTORANTIM;12;90917,96
202311;2;RR;49906;BB;19;249489,73
202311;2;RR;17351180;BCO TRIANGULO S.A.;3;2028,29
202311;2;RR;10045;BRADESCO;9;65391,78
202311;2;RR;49944;BTG PACTUAL;5;11826,78
202311;2;RR;52072;C6 BANK;15;40515,82
202311;2;RR;51626;CAIXA ECONÔMICA FEDERAL;21;75337,84
202311;2;RR;51884;INTER;5;44260,87
202311;2;RR;10069;ITAU;15;19485,59
202311;2;RR;30379;SANTANDER;18;98914,50
202311;2;RR;51011;VOTORANTIM;1;3745,09
202311;2;RS;49906;BB;100;1681210,30
202311;2;RS;17351180;BCO TRIANGULO S.A.;52;57927,45
202311;2;RS;10045;BRADESCO;185;1494464,00
202311;2;RS;49944;BTG PACTUAL;13;66051,30
202311;2;RS;52072;C6 BANK;354;895737,37
202311;2;RS;51626;CAIXA ECONÔMICA FEDERAL;593;1138671,41
202311;2;RS;51884;INTER;85;399468,91
202311;2;RS;10069;ITAU;734;1810268,44
202311;2;RS;30379;SANTANDER;658;3747390,75
202311;2;RS;51011;VOTORANTIM;77;483055,99
202311;2;SC;49906;BB;104;889060,63
202311;2;SC;17351180;BCO TRIANGULO S.A.;40;58541,84
202311;2;SC;10045;BRADESCO;212;1581161,99
202311;2;SC;49944;BTG PACTUAL;13;47625,13
202311;2;SC;52072;C6 BANK;395;968995,67
202311;2;SC;51626;CAIXA ECONÔMICA FEDERAL;396;1050312,11
202311;2;SC;51884;INTER;58;189295,16
202311;2;SC;10069;ITAU;491;1253007,66
202311;2;SC;30379;SANTANDER;300;2151905,91
202311;2;SC;51011;VOTORANTIM;99;623248,86
202311;2;SE;49906;BB;26;140396,66
202311;2;SE;13009717;BCO DO EST. DE SE S.A.;29;165443,79
202311;2;SE;17351180;BCO TRIANGULO S.A.;5;2039,52
202311;2;SE;10045;BRADESCO;14;67711,14
202311;2;SE;49944;BTG PACTUAL;1;2003,07
202311;2;SE;52072;C6 BANK;73;203600,84
202311;2;SE;51626;CAIXA ECONÔMICA FEDERAL;96;190128,34
202311;2;SE;51884;INTER;15;81706,59
202311;2;SE;10069;ITAU;101;260391,38
202311;2;SE;30379;SANTANDER;69;300109,54
202311;2;SE;51011;VOTORANTIM;14;97828,86
202311;2;SP;49906;BB;465;4919157,53
202311;2;SP;17351180;BCO TRIANGULO S.A.;132;167214,05
202311;2;SP;10045;BRADESCO;2376;19265937,23
202311;2;SP;49944;BTG PACTUAL;85;338998,35
202311;2;SP;52072;C6 BANK;3131;6967269,36
202311;2;SP;51626;CAIXA ECONÔMICA FEDERAL;1874;3503971,22
202311;2;SP;51884;INTER;630;2986916,29
202311;2;SP;10069;ITAU;5386;14227638,65
202311;2;SP;30379;SANTANDER;4648;27508842,92
202311;2;SP;51011;VOTORANTIM;478;2837798,41
202311;2;TO;49906;BB;42;309683,55
202311;2;TO;17351180;BCO TRIANGULO S.A.;6;8814,47
202311;2;TO;10045;BRADESCO;30;185611,32
202311;2;TO;49944;BTG PACTUAL;1;14408,27
202311;2;TO;52072;C6 BANK;28;46493,47
202311;2;TO;51626;CAIXA ECONÔMICA FEDERAL;51;106805,16
202311;2;TO;51884;INTER;18;90385,01
202311;2;TO;10069;ITAU;24;64108,43
202311;2;TO;30379;SANTANDER;56;315701,39
202311;2;TO;51011;VOTORANTIM;11;135896,25
202312;1;AC;49906;BB;168;218020,12
202312;1;AC;30290;BMG;25;59319,01
202312;1;AC;10045;BRADESCO;13;11729,93
202312;1;AC;31976;BRB;1;309,11
202312;1;AC;49944;BTG PACTUAL;175;284061,03
202312;1;AC;52072;C6 BANK;7;9585,25
202312;1;AC;51626;CAIXA ECONÔMICA FEDERAL;161;172794,58
202312;1;AC;51884;INTER;124;170761,38
202312;1;AC;10069;ITAU;26;29790,32
202312;1;AC;52058;NUBANK;292;348882,67
202312;1;AC;30379;SANTANDER;68;67999,92
202312;1;AC;3632872;SICOOB CREDISUL;1;747,02
202312;1;AC;51011;VOTORANTIM;3;2026,80
202312;1;AL;51750;BANCO SICOOB;4;4302,43
202312;1;AL;49906;BB;217;261446,70
202312;1;AL;30290;BMG;142;189670,00
202312;1;AL;10045;BRADESCO;74;74763,64
202312;1;AL;31976;BRB;9;15396,36
202312;1;AL;49944;BTG PACTUAL;518;617353,39
202312;1;AL;52072;C6 BANK;47;45094,50
202312;1;AL;51626;CAIXA ECONÔMICA FEDERAL;411;426120,66
202312;1;AL;51884;INTER;497;605170,02
202312;1;AL;10069;ITAU;125;122006,67
202312;1;AL;52058;NUBANK;631;583546,87
202312;1;AL;30379;SANTANDER;131;154417,82
202312;1;AL;73398646;SOC CC SICOOB COOPERE;1;708,80
202312;1;AL;51011;VOTORANTIM;8;12815,00
202312;1;AM;51750;BANCO SICOOB;7;8294,28
202312;1;AM;30173;BANRISUL;5;15191,49
202312;1;AM;49906;BB;296;398604,17
202312;1;AM;30290;BMG;187;279186,16
202312;1;AM;10045;BRADESCO;452;573809,60
202312;1;AM;31976;BRB;7;4270,64
202312;1;AM;49944;BTG PACTUAL;1085;1675105,00
202312;1;AM;52072;C6 BANK;112;130546,76
202312;1;AM;51626;CAIXA ECONÔMICA FEDERAL;637;749203,62
202312;1;AM;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;1011,10
202312;1;AM;51884;INTER;911;1230462,40
202312;1;AM;10069;ITAU;428;542417,32
202312;1;AM;52058;NUBANK;1595;1968238,65
202312;1;AM;30379;SANTANDER;413;525563,61
202312;1;AM;5203605;SICOOB AMAZÔNIA;6;17435,37
202312;1;AM;51011;VOTORANTIM;25;40393,78
202312;1;AP;51750;BANCO SICOOB;4;4268,95
202312;1;AP;30173;BANRISUL;2;5299,00
202312;1;AP;49906;BB;96;98008,95
202312;1;AP;30290;BMG;29;36189,91
202312;1;AP;10045;BRADESCO;24;23990,84
202312;1;AP;31976;BRB;1;1276,12
202312;1;AP;49944;BTG PACTUAL;123;189734,18
202312;1;AP;52072;C6 BANK;23;28490,42
202312;1;AP;51626;CAIXA ECONÔMICA FEDERAL;54;51890,18
202312;1;AP;51884;INTER;119;155404,50
202312;1;AP;10069;ITAU;45;45691,66
202312;1;AP;52058;NUBANK;185;182943,92
202312;1;AP;30379;SANTANDER;45;40872,52
202312;1;AP;51011;VOTORANTIM;1;393,56
202312;1;BA;51750;BANCO SICOOB;20;28740,77
202312;1;BA;30173;BANRISUL;4;4520,27
202312;1;BA;49906;BB;1049;1165864,22
202312;1;BA;30290;BMG;540;704241,37
202312;1;BA;10045;BRADESCO;631;730228,82
202312;1;BA;31976;BRB;27;33831,16
202312;1;BA;49944;BTG PACTUAL;2484;3285588,27
202312;1;BA;52072;C6 BANK;259;279745,87
202312;1;BA;51626;CAIXA ECONÔMICA FEDERAL;1517;1566563,36
202312;1;BA;32615247;CC SICOOB COOPEC LTDA.;3;6858,32
202312;1;BA;4174720;CC SICOOB COOPEMAR;4;2974,25
202312;1;BA;2528151;CC SICOOB CREDCOOP;1;552,06
202312;1;BA;2282165;CC SICOOB CREDICONQUISTA;2;3118,29
202312;1;BA;78825270;CCLA MAXI ALFA;1;300,39
202312;1;BA;51884;INTER;1813;2140822,60
202312;1;BA;10069;ITAU;654;759229,72
202312;1;BA;52058;NUBANK;2894;2962551,49
202312;1;BA;30379;SANTANDER;735;760560,34
202312;1;BA;73398646;SOC CC SICOOB COOPERE;13;10706,50
202312;1;BA;51011;VOTORANTIM;46;66095,30
202312;1;CE;51750;BANCO SICOOB;4;3401,60
202312;1;CE;30173;BANRISUL;7;11419,13
202312;1;CE;49906;BB;846;1009164,16
202312;1;CE;30290;BMG;389;479426,14
202312;1;CE;10045;BRADESCO;526;531826,64
202312;1;CE;31976;BRB;5;5781,73
202312;1;CE;49944;BTG PACTUAL;2194;2808087,41
202312;1;CE;8044854;C.C. DO CENTRO DO ESTADO DE RONDÔNIA;1;600,57
202312;1;CE;52072;C6 BANK;206;239896,27
202312;1;CE;51626;CAIXA ECONÔMICA FEDERAL;1207;1206460,03
202312;1;CE;86829827;CCLA DO VALE;1;1081,89
202312;1;CE;51884;INTER;1947;2255905,73
202312;1;CE;10069;ITAU;486;553393,46
202312;1;CE;52058;NUBANK;2754;2914578,41
202312;1;CE;30379;SANTANDER;635;663042,47
202312;1;CE;51011;VOTORANTIM;31;41117,82
